fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Total Cerebral White Matter,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Left MOrG medial orbital gyrus,Right MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter
F-volume-age:series:49,0.0005669529,0.001142254,0.0002853956,0.0003079961,0.0005522965,0.0005416968,0.010753468,0.002011418,0.0019585306,0.0288259817,0.0290739899,0.0083268705,0.0085544986,0.1391399763,0.1379957427,0.0006930977,0.0020837042,0.0019482711,0.0003402305,0.0002905356,0.0053859605,0.0059761444,0.0006947607,0.0007468207,0.0029870195,0.0029790308,0.0048159893,0.0048855455,0.0026922389,0.0027954087,0.0029964153,0.0014030882,0.277135719,0.0017341076,0.0002588991,0.0002682735,0.0024479285,0.002823117,0.0024199792,0.0024734904,0.001178165,0.0009936468,0.0065250352,0.0059669924,0.0020480973,0.0021420413,0.002232721,0.0023036049,0.0029881853,0.0029282987,0.0010403415,0.001038814,0.001154375,0.0011808094,0.0024062586,0.0021868511,0.0045169103,0.0045419126,0.0013326527,0.0013561851,0.0041266793,0.0040106654,0.007216558,0.0069750484,0.0047977107,0.0046172107,0.0014176861,0.0015215191,0.0027944087,0.0029601467,0.0011171747,0.0011486227,0.0114520629,0.0116110082,0.0032423539,0.0038873829,0.0025746155,0.0025063807,0.0006378004,0.0006940372,0.0015263097,0.0016293108,0.0046631731,0.0042325888,0.0089549985,0.0086972432,0.0018839678,0.002242875,0.0025689674,0.0026558701,0.0020974711,0.002081472,0.0009414724,0.000929843,0.0023964325,0.0026924301,0.0062467698,0.0066213381,0.0017902235,0.0019062335,0.0014111408,0.0013427605,0.0013300072,0.0013798419,0.0063699105,0.0073973234,0.0014232725,0.0015136258,0.0012411598,0.0013656671,0.00765591,0.0079058332,0.0011661318,0.0012663177,0.0007247751,0.0007574761,0.0091177042,0.008922981,0.0032145782,0.0033425774,0.0049329572,0.0056505011,0.002692448,0.0023126228,0.0062845031,0.0062958567,0.004561073,0.004528537,0.0049244888,0.0048873946,0.0022272142,0.0024211872,0.0009018149,0.0009725674,0.3615499317,0.179230062,0.1823198697
F-volume-age:range:min:49,0.0004550107,0.0007786598,0.0002579226,0.000267237,0.0004817318,0.0004738406,0.0092615901,0.0017999577,0.0017022286,0.0257206711,0.0264465233,0.0071677978,0.0074770572,0.1177745653,0.1178822189,0.0005274303,0.0018566113,0.0017457876,0.0002149357,0.0002198345,0.0032028822,0.0035079505,0.0005826895,0.0005655676,0.0027019487,0.0026684021,0.0042513053,0.0043943396,0.0023594842,0.0024243897,0.0024644905,0.0011763098,0.2356567842,0.0014891762,0.0002418058,0.0002387839,0.0019678752,0.0024361421,0.0021808415,0.0023374084,0.0009681283,0.0008356234,0.0058821214,0.0054046899,0.0016896052,0.0017170406,0.0018972291,0.0019829018,0.0024815156,0.002426007,0.000882824,0.0009468803,0.0009630875,0.001050107,0.0020540155,0.0018785815,0.0040245611,0.0041504457,0.0011176765,0.0011382001,0.0037890366,0.003349487,0.006401169,0.0063333339,0.004270676,0.0041698073,0.0012503941,0.0013398291,0.0022704943,0.0025171335,0.0009979299,0.0010284926,0.0105010097,0.0107905234,0.0029554123,0.0035840885,0.002230171,0.0021428312,0.0005293191,0.0005360488,0.0012385264,0.0013089458,0.004252276,0.003523985,0.0079046637,0.0078493183,0.0016162556,0.0018574005,0.0023194538,0.0023143884,0.001668351,0.0017577161,0.0008433319,0.0008245478,0.0019398904,0.0023877831,0.0056603647,0.0055353866,0.0015688802,0.0017384686,0.0012559923,0.0012122943,0.0010344224,0.0010613799,0.0057529732,0.0061917243,0.00130574,0.0014359595,0.0011581269,0.0011915571,0.0066826786,0.0068610108,0.0010023558,0.0009564898,0.0006615159,0.0006953111,0.0082121026,0.0074291206,0.0028440551,0.0027919787,0.0043991453,0.0051314068,0.0024861279,0.0020453676,0.0057829806,0.0054329723,0.003992622,0.0040351572,0.0043778385,0.0043111023,0.0019120155,0.002093838,0.0007451088,0.0007214142,0.3380148531,0.167617795,0.1703970581
F-volume-age:range:max:49,0.0006863732,0.0018247529,0.0003294218,0.0003759036,0.0006407286,0.0006108796,0.0125998817,0.0022818287,0.0022695546,0.0309280326,0.030636772,0.010208474,0.0102984683,0.1499990266,0.1585975743,0.0013035621,0.0023355162,0.0020862141,0.0004488016,0.0004070607,0.0141859742,0.0143959917,0.0008071081,0.0009651559,0.0033704819,0.0033937001,0.0052636554,0.0053415428,0.0029230645,0.0030584176,0.0037112819,0.001797803,0.3079235918,0.0021651606,0.0002796495,0.0003059933,0.0027122679,0.0035513775,0.0028615121,0.0026909849,0.0013084142,0.0011201375,0.0070657233,0.0075980904,0.0024079656,0.0029980625,0.0024365298,0.0025830623,0.0034168674,0.0038823135,0.0011567835,0.0011323778,0.0012970549,0.0014122332,0.0028662178,0.0025433002,0.0052006437,0.0049755847,0.0014301297,0.001456752,0.004519935,0.0047481588,0.0081607415,0.0077259478,0.005348496,0.0055738243,0.0015605708,0.0018071409,0.0031993614,0.0040227549,0.0012257392,0.0013735954,0.0125765836,0.0122153948,0.0037479149,0.0043242956,0.0029429639,0.0027442398,0.0007273264,0.0008483135,0.0017699407,0.0020307811,0.005388407,0.0053320254,0.0100312285,0.009617966,0.0023267393,0.0024828065,0.0028997006,0.0031060317,0.0024298178,0.0022969568,0.0010886996,0.0011298097,0.0025824765,0.0037372729,0.0068224954,0.0100745694,0.0019501711,0.0020424872,0.0018848572,0.001522107,0.0016424222,0.0017283355,0.0072948116,0.0080057325,0.001559846,0.0016768385,0.0013466866,0.001644953,0.0088250917,0.0088933284,0.0013535276,0.00194096,0.0008011936,0.0008781505,0.0110997166,0.0101688104,0.0038784923,0.0045929585,0.0056215832,0.0066617509,0.0029138359,0.0026960419,0.0068388743,0.0069683603,0.004954351,0.0052995866,0.0054399839,0.0057551754,0.0026116226,0.0029767646,0.0010222075,0.0012465982,0.3945366788,0.1893927564,0.2051439224
F-volume-age:series:50,0.0006206051,0.0011554148,0.0002894205,0.000321056,0.0005381059,0.0005524075,0.0110450947,0.0020356646,0.001973618,0.0292490451,0.0292672999,0.0084888945,0.0086929722,0.1410103636,0.1397558183,0.0006673127,0.0020860068,0.0020050271,0.0003068619,0.0002841223,0.0058000397,0.006693703,0.0007383764,0.0007527257,0.0030169031,0.0031091947,0.0048297106,0.0049555373,0.0027479097,0.0028602079,0.0029253758,0.001403081,0.2807661819,0.0017112697,0.0002721873,0.0002763251,0.0025649908,0.0029824685,0.0024461274,0.0024856353,0.0011559953,0.0009936913,0.0065774581,0.0060001657,0.0019650717,0.0019507366,0.0023452548,0.0023800752,0.0028305448,0.0028159867,0.0010472368,0.0010527742,0.0012161104,0.0011936266,0.0024050475,0.0022381579,0.0045935497,0.0045030882,0.0014006411,0.0014316581,0.0041199244,0.0040259814,0.0071107064,0.0069460718,0.0047940868,0.0045073118,0.0014221173,0.0015153793,0.0029188367,0.0030256823,0.0011816856,0.0012018657,0.0117243401,0.012059505,0.0033701093,0.0039488722,0.0026428974,0.0025100478,0.0006441997,0.0006895822,0.0015562834,0.001680332,0.004952875,0.004430395,0.0089153553,0.0087702148,0.0019009033,0.0021616789,0.0025752482,0.0025438433,0.0021674026,0.0020955709,0.0009759949,0.0009427515,0.0024648769,0.0027069736,0.0064454216,0.0065455593,0.0017801115,0.0019421726,0.0013991686,0.001381894,0.001355603,0.0014032562,0.0064399269,0.0073885255,0.0014078696,0.0015222693,0.0012414974,0.0013643414,0.0077884193,0.0080965708,0.0011618966,0.0012065321,0.000748194,0.0007729277,0.0092828926,0.0091975692,0.0032778667,0.0033739887,0.0051268103,0.0058085904,0.0026847137,0.0022842261,0.006487492,0.006444063,0.004573706,0.0046267041,0.0048440366,0.0048117001,0.0022977682,0.0024390266,0.0008931421,0.0009364196,0.3659192532,0.1816438433,0.1842754099
F-volume-age:range:min:50,0.0003847089,0.0008267151,0.0002553902,0.0002849113,0.0003767569,0.0004772622,0.0095962249,0.0014230217,0.0015834629,0.0261514991,0.0262743619,0.0071595211,0.0073587932,0.1310002433,0.1260240996,0.0005093432,0.0018209036,0.0017231571,0.0002126647,0.0001865022,0.0028201315,0.0032924469,0.0006319858,0.0006497458,0.0027758008,0.0028595513,0.0043773063,0.0044463912,0.0024737563,0.0025587467,0.0022685927,0.0011916896,0.260059685,0.0013634368,0.0002365756,0.000248743,0.001655708,0.0025589267,0.0021434706,0.0020024238,0.0010360067,0.0008149166,0.0061122489,0.005327893,0.0016248135,0.0016076104,0.0020935593,0.0021533337,0.0023411556,0.0023731518,0.0009314267,0.0009409766,0.0010967854,0.0010409,0.0021326203,0.001974164,0.0041641679,0.0039248966,0.0012314789,0.0012346093,0.0037098379,0.0035938405,0.0065906324,0.0058290191,0.0044624463,0.0042054188,0.0012713503,0.0013126379,0.0017707696,0.0027602789,0.0010027451,0.0010177084,0.0108321045,0.0102462574,0.0029068773,0.0034571104,0.0023211408,0.0022076934,0.0005178475,0.0005689553,0.0012512143,0.0014588819,0.0043940995,0.0039586046,0.0080130726,0.0080318172,0.0014015626,0.0018538622,0.0023301379,0.0022641971,0.0018346369,0.001804646,0.0008342664,0.0007418153,0.0020010297,0.0024513868,0.0056404747,0.0059634142,0.0016622872,0.0017632334,0.001248977,0.0011245845,0.0011185594,0.0011474865,0.0056446186,0.0066470219,0.0012047538,0.001214511,0.0009989976,0.0012429692,0.0066539443,0.0064282798,0.0009100923,0.0010132848,0.000664448,0.0006684736,0.0080826449,0.0080771495,0.0029498305,0.0030557255,0.0043253979,0.0050735931,0.0024074322,0.0019792846,0.0057471125,0.0054969003,0.0039750319,0.0041313584,0.0043743446,0.0041263153,0.0019874356,0.0020037541,0.00077762,0.0007852735,0.3493027753,0.1742451033,0.1741845024
F-volume-age:range:max:50,0.0009099181,0.0015748144,0.000334161,0.0003667674,0.0005897182,0.0006155996,0.0133147965,0.002426296,0.0022670603,0.033737692,0.0334764711,0.0105817674,0.0107803687,0.1660811509,0.1626958055,0.0009357093,0.0022844951,0.0022948261,0.0003866133,0.0004699647,0.0104425729,0.0113593322,0.0008784588,0.0009175414,0.0032490979,0.0033353564,0.0057715456,0.0054224219,0.003505889,0.0034712519,0.0034091832,0.0018616329,0.3287769564,0.0023444606,0.0003081268,0.0003200225,0.0029163213,0.0033924496,0.0027881741,0.002949312,0.0013657362,0.0011709166,0.0073334958,0.0068820641,0.002632585,0.0023581162,0.0027525994,0.0026767408,0.0032919896,0.0031998654,0.0011808043,0.0012079696,0.0014590634,0.0015274859,0.0026546038,0.0027100438,0.0051895342,0.0050092076,0.0015593282,0.0016465521,0.0045814351,0.0045749019,0.0075488484,0.0076075125,0.0053052069,0.0050051148,0.0016273424,0.001748739,0.0032320111,0.0033196446,0.001339984,0.0013751203,0.0131918763,0.0144890352,0.0039904377,0.0045203718,0.0029289851,0.0028506247,0.0007738691,0.0008443731,0.0017869743,0.0019550061,0.0056428019,0.0048545034,0.0097070594,0.00999689,0.0023299428,0.0024650175,0.0028000234,0.0029496139,0.0024391105,0.0025906668,0.0011105887,0.0011595993,0.0026835183,0.0030576693,0.0071900429,0.0070869404,0.0019765803,0.0021938526,0.0016035787,0.0016213509,0.0014755441,0.0016366083,0.0078484915,0.0085826892,0.0016349308,0.0017236444,0.001475536,0.0016079581,0.0092356988,0.009478234,0.0013528487,0.0014305361,0.0008873545,0.0008793775,0.0105235933,0.0100500893,0.0035925502,0.0038191716,0.0057838412,0.0064570071,0.0031974634,0.0024973716,0.0072337711,0.0073560801,0.0053306952,0.0050886791,0.0053653009,0.0052470184,0.0026776023,0.0031043076,0.0011151076,0.0011291221,0.4007234486,0.1969436792,0.2037797694
F-volume-age:series:51,0.0006713874,0.0010554984,0.0002829442,0.0003102011,0.0005282864,0.0005254937,0.0104162957,0.0020872041,0.0020049929,0.027344795,0.0274181691,0.0079671011,0.0081621402,0.1389506821,0.1377629107,0.0006752523,0.0020168305,0.0018969771,0.0003620208,0.0003074247,0.0061827981,0.0066862213,0.0007120444,0.0007276683,0.0029651395,0.0030629325,0.0046722157,0.0048565753,0.0026313675,0.0027362431,0.0027468824,0.0012991232,0.2767135928,0.0015687429,0.0002600729,0.0002631741,0.0024878147,0.0028201707,0.0023969701,0.0025191587,0.0011467404,0.0009990683,0.0062254985,0.0057834819,0.0020336152,0.0020679443,0.002325714,0.0023650651,0.0029339758,0.0028743622,0.0010281765,0.0010018329,0.0011873968,0.0011928057,0.0023747025,0.0021749568,0.0044304154,0.0043423733,0.0013583794,0.0013895488,0.004207136,0.0039738903,0.0071426134,0.0069603947,0.0046712816,0.0043960282,0.001437758,0.0015240219,0.0028652035,0.0029674944,0.0011376044,0.0011313411,0.0115910856,0.0120707797,0.0034105493,0.0040112715,0.0026217484,0.0024951382,0.0006853586,0.0006639685,0.0016307779,0.0016354155,0.0048119561,0.0042207795,0.0088666372,0.0087700152,0.0019114095,0.0022460335,0.0025105815,0.0025274903,0.00219988,0.0021100524,0.0009666283,0.0009401426,0.0024533453,0.0026666513,0.0062592786,0.006357136,0.001731513,0.0018787868,0.0013659809,0.0013523507,0.0013111224,0.0013970514,0.0066514352,0.0073496971,0.0014136008,0.0015059584,0.0012096371,0.0013271279,0.0079694302,0.0081114052,0.0011467841,0.0012310685,0.0007296979,0.0007556314,0.0094913796,0.0092603712,0.0032653129,0.003233372,0.0050037555,0.0055494301,0.0026930843,0.0022915422,0.0064009969,0.0065843064,0.0044082438,0.0044907211,0.0048501597,0.0047336738,0.0022413359,0.0024070908,0.0008757999,0.0009497737,0.3622180384,0.180098998,0.1821190404
F-volume-age:range:min:51,0.0004096003,0.0007752978,0.0002514637,0.0002694122,0.0004687716,0.0004639294,0.0090736735,0.0018303802,0.0017442545,0.0242264862,0.0241621448,0.0068028089,0.0071353312,0.1250265314,0.1225995775,0.0005000566,0.001796289,0.0017145039,0.0002568787,0.0002320244,0.0028959312,0.0031452216,0.0006023629,0.0006382839,0.0024203848,0.0025586465,0.0043344773,0.004444018,0.002340599,0.002400658,0.0024655891,0.0011879863,0.2476261089,0.001434071,0.0002349209,0.0002353576,0.0022445757,0.0024047937,0.002077654,0.0021300382,0.0009931025,0.0008576179,0.0056746996,0.0054022097,0.0016528608,0.0016958253,0.0020425059,0.0021000208,0.0026111347,0.0025825739,0.0008962913,0.0008506954,0.0010726572,0.0009777998,0.0021434061,0.0019844224,0.0038262609,0.0039970427,0.0012263946,0.0012126987,0.0034744622,0.0036602955,0.0063256047,0.0064494305,0.0041820325,0.0039654422,0.0013302887,0.0013702097,0.0025784398,0.0025896627,0.0010586544,0.0010173427,0.0104568062,0.0109416527,0.0030193699,0.0036178735,0.0022948793,0.0021945715,0.0005596687,0.0005334867,0.0014861252,0.001473399,0.0041512385,0.0037307929,0.0078328148,0.0079436674,0.0015672646,0.0018979226,0.0022917784,0.0023522321,0.0020097754,0.0018078291,0.0008577084,0.000806155,0.0022861891,0.0023831884,0.0056562121,0.005831466,0.0015822236,0.0017649015,0.0011755368,0.0012297214,0.0011651215,0.0012223224,0.0062937714,0.0064880371,0.0012213892,0.0012982529,0.0010461122,0.0011688183,0.0071664921,0.0076119184,0.0009928275,0.0010513931,0.0006747151,0.0006777637,0.0081365558,0.0083643575,0.0029121047,0.0029145522,0.0044798552,0.0048834463,0.002314564,0.0020570926,0.0056309058,0.0059381319,0.0038879569,0.0040507961,0.0042571545,0.0038670677,0.0019600878,0.0021201567,0.0007758452,0.0007901985,0.3381022603,0.167336371,0.1707658894
F-volume-age:range:max:51,0.0014041318,0.0014487893,0.0003058669,0.0003455006,0.000614566,0.0005931848,0.0110476983,0.002311784,0.0022594484,0.0293439203,0.0294596355,0.0088084667,0.0087758027,0.1471326369,0.1474511326,0.0013690189,0.002327029,0.0021441431,0.0005107481,0.0004649243,0.0171049034,0.01893248,0.0007911832,0.0008178563,0.0034922036,0.0034893043,0.0050387446,0.0051899938,0.0027833075,0.0029172151,0.0031034944,0.0014040354,0.2945837695,0.0017088523,0.0002907111,0.0002902536,0.0029520063,0.0031070661,0.0028032983,0.0028352091,0.0012788693,0.0011163078,0.0068528068,0.0065877802,0.0025201156,0.0025794886,0.0026835591,0.0025950483,0.0032729281,0.003536476,0.0011644735,0.0011506471,0.0012845405,0.0013259557,0.0025632005,0.0023949102,0.0048830643,0.0046126276,0.0015227347,0.0015204056,0.0046370972,0.0043338171,0.00790553,0.0075688913,0.0052084489,0.0048636852,0.001593747,0.0017185258,0.0031765352,0.0033578542,0.0012619667,0.0012476826,0.0127916752,0.0131847675,0.0039150355,0.0044427192,0.0028997113,0.0028276122,0.0008812082,0.0007701357,0.0018308129,0.0019391221,0.0052608533,0.00454429,0.010131561,0.0098402584,0.0022577281,0.0025291706,0.0027667696,0.0027414811,0.0026549056,0.0025632005,0.0011545344,0.0011080541,0.002814781,0.0029539824,0.0067076028,0.0074280538,0.0020179574,0.0020580002,0.0015633811,0.0015283049,0.0015289922,0.0016330739,0.0070897148,0.007894623,0.0015848118,0.0016664764,0.0013269318,0.0015023981,0.0087415462,0.0089494269,0.0013745157,0.001531113,0.0008196186,0.0008206103,0.0101504903,0.0099785789,0.0037617927,0.0039443782,0.005620948,0.0063398509,0.0030677522,0.0026916426,0.0072951696,0.0069125364,0.0049314153,0.0050699809,0.0054177926,0.0051947591,0.0024889225,0.0028052101,0.0010054221,0.0011756397,0.3849575953,0.1922848609,0.1926727344
F-volume-age:series:52,0.0006573972,0.0011124368,0.0002801972,0.0003136413,0.0005365924,0.0005402038,0.0104882072,0.0020020239,0.0019213223,0.0282335981,0.0282821086,0.0080463515,0.0081942762,0.1363939035,0.1354366324,0.0006778342,0.0020471263,0.0019191076,0.0003331375,0.0002709892,0.0059547592,0.0066296239,0.000700132,0.0006988451,0.0029453343,0.0030429822,0.004521332,0.0046753587,0.002605899,0.0027165062,0.002872687,0.001382112,0.2718305359,0.0015998178,0.0002660138,0.0002675069,0.0025490178,0.0028679211,0.0023993688,0.0025160627,0.0011503264,0.0010232617,0.0064251556,0.005822077,0.0020097858,0.0019531414,0.0023377761,0.0024064606,0.0029138951,0.0027765737,0.0010228179,0.0010030169,0.0011952974,0.0012049886,0.0023616084,0.002237099,0.0045111745,0.0044003782,0.0013803698,0.0014070016,0.0041346989,0.0040821516,0.0070383429,0.0068330229,0.0048272006,0.004545098,0.0014448476,0.0015216415,0.0029705294,0.0029596792,0.0011610857,0.0011632079,0.0118251141,0.0121094846,0.0033278503,0.003990017,0.0026534742,0.0025003291,0.0006297904,0.0006898692,0.001595161,0.0016366083,0.004919272,0.0043474763,0.0087616232,0.0086919588,0.0018070562,0.002232097,0.0025474463,0.0025820871,0.0022288419,0.0021143856,0.0009662755,0.00094516,0.0024979664,0.0027705197,0.0064803697,0.0066059592,0.0017633325,0.0019058571,0.0013519306,0.0013473803,0.0013253916,0.0014503012,0.0065003397,0.0074781921,0.0014127854,0.0015538943,0.0012353763,0.0013441931,0.0077956296,0.0080253712,0.0011705857,0.0012490784,0.0007477313,0.000775259,0.0090563725,0.00929763,0.0033270652,0.0033608337,0.0050670362,0.0056311194,0.002645077,0.0022389744,0.0064637212,0.0066116719,0.0045993497,0.0046535959,0.004775588,0.0046669434,0.0022776123,0.0024131274,0.0008975646,0.0009548781,0.363383191,0.1802375353,0.1831456557
F-volume-age:range:min:52,0.0004039794,0.0007163592,0.0002394848,0.0002736643,0.0004489579,0.0004631651,0.0093271824,0.0017147049,0.0016494668,0.0243530146,0.0242219721,0.0068145835,0.0070145941,0.1238769234,0.1215586719,0.000480617,0.0018080085,0.0016965734,0.0002612372,0.0002014638,0.0036078121,0.0039685211,0.0006153147,0.000580933,0.0024472021,0.0026002427,0.0037565997,0.0038956112,0.0022925594,0.0023936211,0.0024927455,0.0010217946,0.245788207,0.0013667021,0.0002341051,0.0002376135,0.0021440285,0.0025241002,0.0019900777,0.0022045743,0.0009899656,0.0008624666,0.0055551304,0.0050126869,0.0017815788,0.0016826943,0.0018685384,0.0020770354,0.0024917868,0.0024199012,0.0008908039,0.0009152609,0.0009536108,0.0010666696,0.0021449114,0.0020262877,0.0036835916,0.0038219194,0.0011934669,0.0012222314,0.0036705143,0.0037240901,0.0058569472,0.0058390766,0.0040796552,0.0040143304,0.0012402653,0.0012883134,0.002567544,0.0024955621,0.0009985005,0.0010668864,0.0104202718,0.0099534402,0.0028813513,0.0032932811,0.0022589537,0.0021281894,0.0005178124,0.0005251914,0.0013282603,0.001334479,0.0044075317,0.0039778587,0.0077216907,0.0072227598,0.0015881228,0.0019942588,0.0022818914,0.0023038938,0.0017721655,0.0018960457,0.0008216513,0.000816969,0.0022038668,0.0023638606,0.0058990143,0.0059144371,0.0014990685,0.0016755754,0.001173995,0.0011496867,0.0010087941,0.0011333023,0.0057242153,0.0065667712,0.001128317,0.001307365,0.0011022774,0.0011726053,0.0070599727,0.0068883039,0.0009216637,0.0009608988,0.0006326503,0.0006576515,0.0082263427,0.0083027242,0.0028136103,0.002803943,0.003829714,0.0047299985,0.0023162442,0.0018183894,0.0058094986,0.0058075966,0.0039251104,0.003998245,0.0041717911,0.0041038326,0.0018859105,0.002177151,0.0007910571,0.0007479112,0.3342832756,0.1657906641,0.1684926115
